index,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,jun_19_av,jul_19_av,jun_jul_avuplift,jun_jul_avupliftpc
8699,488660,Just Deserts,2016-07-25,1,Vifth Floor,Sekai Project,0,1,174,48,0.7837837837837838,6.99,70.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,114.0,2.39,2.26,-0.13000000000000034,-0.05439330543933068
8700,488690,MX Nitro,2017-02-13,1,Saber Interactive,Miniclip SA,0,1,62,15,0.8051948051948052,14.99,0.0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,34.0,0.32,0.21,-0.11000000000000001,-0.34375000000000006
8701,488760,Left-Hand Path,2017-11-10,1,Strange Company,Strange Company,0,1,101,17,0.8559322033898306,23.79,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14.0,0.01,0.04,0.03,3.0
8702,488770,Her Majesty's SPIFFING,2016-12-07,1,Billy Goat Entertainment Ltd,Billy Goat Entertainment Ltd,0,1,162,41,0.7980295566502463,9.99,0.0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,33.0,0.06,0.11,0.05,0.8333333333333334
8703,488790,South Park™: The Fractured But Whole™,2017-10-16,1,Ubisoft San Francisco,Ubisoft,18,1,4840,2017,0.7058480385008021,49.99,90.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21483.0,304.24,992.13,687.89,2.2610110439127005
8704,488890,GentleMoon 2,2016-06-07,1,Vidas Salavejus,Vidas Salavejus,0,0,15,10,0.6,1.99,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,526.0,0.34,0.08,-0.26,-0.7647058823529411
8706,488950,Werewolves Within™,2016-12-06,1,Ubisoft,Ubisoft,0,0,75,31,0.7075471698113207,16.99,70.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,15.0,0.57,0.65,0.08000000000000007,0.1403508771929826
8707,488960,Star Vikings Forever,2016-10-06,1,Rogue Snail,Akupara Games,0,1,54,6,0.9,6.99,80.0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,16.0,0.11,0.35,0.24,2.1818181818181817
8708,489020,iGrow Game,2016-06-09,1,iDev Games,iDev Games,0,0,102,65,0.6107784431137725,3.99,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700.0,0.36,0.32,-0.03999999999999998,-0.11111111111111106
8710,489070,Edge of Twilight – Return To Glory,2016-09-28,1,FUZZYEYES,FUZZYEYES,0,1,24,46,0.34285714285714286,10.99,0.0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,35.0,0.66,0.53,-0.13,-0.19696969696969696
8713,489110,Putty Pals,2017-02-15,1,Harmonious Games,Harmonious Games,0,1,35,0,1.0,6.99,50.0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,7.0,0.33,0.43,0.09999999999999998,0.3030303030303029
8715,489140,Mr. Shifty,2017-04-13,1,Team Shifty,tinyBuild,0,1,862,128,0.8707070707070707,10.99,34.0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,346.0,4.05,3.66,-0.3899999999999997,-0.09629629629629623
8716,489160,VR Shooter Guns,2017-09-07,1,Cykyria,Cykyria,0,1,16,6,0.7272727272727273,4.95,40.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13.0,0.23,0.15,-0.08000000000000002,-0.3478260869565218
8718,489220,Unforgiving Trials: The Darkest Crusade,2016-06-15,1,Amaterasu Software,Amaterasu Software,0,0,354,214,0.6232394366197183,0.79,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1226.0,3.02,6.2,3.18,1.0529801324503312
8720,489260,Brut@l,2017-02-09,1,Stormcloud Games,Rising Star Games,16,1,53,18,0.7464788732394366,14.99,90.0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,51.0,0.39,0.47,0.07999999999999996,0.205128205128205
8721,489360,CASE: Animatronics,2016-08-03,1,Last Level;Aleson,Aleson,0,1,958,185,0.8381452318460193,6.99,90.0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,210.0,3.21,8.12,4.909999999999999,1.5295950155763238
8722,489370,Quarantine,2017-05-24,1,Sproing,505 Games,0,1,175,128,0.5775577557755776,6.99,75.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,91.0,0.51,0.74,0.22999999999999998,0.4509803921568627
8723,489380,QuiVr,2018-06-18,1,Blueteak,"Alvios, Inc.",0,1,414,35,0.9220489977728286,14.99,25.0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,337.0,7.78,13.34,5.56,0.7146529562982005
8725,489460,The Last Leviathan,2016-06-22,1,Super Punk Games,Super Punk Games,0,1,339,104,0.7652370203160271,6.99,33.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,254.0,2.76,2.86,0.10000000000000009,0.03623188405797105
8726,489470,Hide and Secret Treasure of the Ages,2016-06-17,1,Anarchy Enterprises,Anarchy Enterprises,0,0,16,29,0.35555555555555557,1.99,67.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,146.0,0.1,0.1,0.0,0.0
8727,489570,Antisphere,2017-07-14,1,"Soap Interactive, Lion Game Lion",Starbreeze Publishing AB,0,1,41,20,0.6721311475409836,1.69,75.0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,34.0,0.22,0.4,0.18000000000000002,0.8181818181818182
8728,489580,AWA,2016-06-16,1,OMNIDREAM CREATIONS,OMNIDREAM CREATIONS,0,1,52,22,0.7027027027027027,2.09,65.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3651.0,0.07,0.11,0.039999999999999994,0.5714285714285713
8729,489600,The Golf Club VR,2017-02-24,1,HB Studios,HB Studios,0,0,230,66,0.777027027027027,15.49,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,101.0,6.21,7.57,1.3600000000000003,0.2190016103059582
8730,489610,Chicken Assassin: Reloaded,2016-06-27,1,OneShark,Akupara Games,0,1,463,27,0.9448979591836735,3.99,45.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,75.0,0.64,1.37,0.7300000000000001,1.1406250000000002
8731,489630,"Warhammer 40,000: Gladius - Relics of War",2018-07-12,1,Proxy Studios,Slitherine Ltd.,0,1,944,278,0.7725040916530278,30.99,35.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3117.0,142.29,263.71,121.41999999999999,0.8533277110127204
8732,489660,Fabric,2016-08-12,1,Torreng Labs,Torreng Labs,0,1,108,13,0.8925619834710744,6.99,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.0,0.07,0.02,-0.05,-0.7142857142857143
8734,489720,Conga Master,2016-09-14,1,Undercoders,Rising Star Games,0,1,41,4,0.9111111111111111,7.99,75.0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,8.0,0.05,0.21,0.15999999999999998,3.1999999999999993
8739,489830,The Elder Scrolls V: Skyrim Special Edition,2016-10-27,1,Bethesda Game Studios,Bethesda Softworks,18,1,47749,14719,0.7643753601844144,29.99,50.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69777.0,12577.89,12895.56,317.6700000000001,0.02525622342062143
8740,489890,Puzzles At Mystery Manor,2016-06-15,1,EnsenaSoft,EnsenaSoft,0,0,52,35,0.5977011494252874,0.79,51.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.0,0.2,0.48,0.27999999999999997,1.3999999999999997
8741,489900,Bayla Bunny,2016-06-13,1,EnsenaSoft,EnsenaSoft,0,0,53,64,0.452991452991453,1.69,76.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113.0,0.05,0.12,0.06999999999999999,1.3999999999999997
8742,489930,Adventures of Bertram Fiddle: Episode 2: A Bleaker Predicklement,2017-08-24,1,Rumpus,Deck13,0,1,59,22,0.7283950617283951,8.99,0.0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,28.0,0.42,0.78,0.36000000000000004,0.8571428571428573
8743,489940,BATTALION 1944,2018-02-01,1,Bulkhead Interactive,Square Enix,0,0,3869,3623,0.5164175120128137,15.99,25.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16341.0,4046.26,1647.59,-2398.67,-0.5928116334590461
8744,490040,Child of the Wind,2017-06-16,1,Freetale,Freetale,0,1,10,0,1.0,5.79,60.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,10.0,0.01,0.01,0.0,0.0
8745,490080,Lock's Quest,2017-05-30,1,Digital Continue,HandyGames,0,1,22,22,0.5,13.99,75.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,31.0,0.18,0.16,-0.01999999999999999,-0.11111111111111106
8746,490100,Quell Zen,2016-07-14,1,Fallen Tree Games Ltd,Fallen Tree Games Ltd,0,1,28,0,1.0,4.99,80.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7.0,0.3,0.55,0.25000000000000006,0.8333333333333336
8747,490160,Time Tenshi 2,2016-06-14,1,Silver Cow Studio,Silver Cow Studio,0,0,37,5,0.8809523809523809,6.99,50.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,43.0,0.1,0.06,-0.04000000000000001,-0.4000000000000001
8749,490250,Locomancer,2017-02-28,1,Eric Lipschutz,Eric Lipschutz,0,1,19,4,0.8260869565217391,10.99,69.0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,4.0,0.06,0.08,0.020000000000000004,0.3333333333333334
8750,490280,Realms of Magic,2017-12-06,1,Polished Games,Polished Games,0,0,124,11,0.9185185185185185,11.39,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,52.0,6.72,3.1,-3.6199999999999997,-0.5386904761904762
8752,490370,Imperium Galactica II,2017-01-19,1,Digital Reality;Gyroscope Games,THQ Nordic,0,0,146,31,0.8248587570621468,8.99,75.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155.0,17.35,16.01,-1.3399999999999999,-0.07723342939481266
8754,490450,Tokyo 42,2017-05-31,1,SMAC Games,Mode 7,0,1,323,141,0.6961206896551724,14.99,50.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,215.0,2.08,2.24,0.16000000000000014,0.07692307692307698
8755,490490,Blasters of the Universe,2017-08-31,1,Secret Location Inc.,Secret Location Inc.,0,1,160,18,0.898876404494382,10.99,60.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.0,0.28,0.53,0.25,0.8928571428571428
8756,490510,Pixel Puzzles 2: Christmas,2018-11-27,1,DL Softworks,DL Softworks,0,1,5,0,1.0,7.19,50.0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,236.0,0.16,2.45,2.29,14.3125
8757,490690,The Barbarian and the Subterranean Caves,2017-02-09,1,NLB project,NLB project,0,1,28,10,0.7368421052631579,3.99,60.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1321.0,0.1,0.08,-0.020000000000000004,-0.20000000000000004
8758,490820,Fly O'Clock,2016-07-08,1,Digital Melody,Forever Entertainment S. A.,0,1,266,58,0.8209876543209876,0.79,51.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,108.0,0.38,0.37,-0.010000000000000009,-0.026315789473684233
8759,490860,DashBored,2016-06-13,1,Fading Club,Fading Club,0,1,31,10,0.7560975609756098,3.99,80.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,274.0,0.11,0.11,0.0,0.0
8760,490870,Weird Hero,2016-11-18,1,Snail-Ninja Studio,Snail-Ninja Studio,0,1,86,19,0.819047619047619,2.89,75.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,954.0,0.11,0.1,-0.009999999999999995,-0.09090909090909087
8761,490880,Robot Legions Reborn,2016-07-19,1,Skyboy Games;Sentry Games,Skyboy Games,0,1,34,8,0.8095238095238095,2.09,50.0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,2129.0,0.1,0.11,0.009999999999999995,0.09999999999999995
8762,490890,Ne no Kami: The Two Princess Knights of Kyoto,2016-10-26,1,Kuro Irodoru Yomiji,Sekai Project,0,0,38,6,0.8636363636363636,6.99,60.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14.0,0.32,0.34,0.020000000000000018,0.06250000000000006
8763,490910,Control Craft 3,2016-12-30,1,Badim,Badim,0,1,10,9,0.5263157894736842,3.99,90.0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,59.0,0.1,0.1,0.0,0.0
8764,490930,Need to Know,2018-08-28,1,Monomyth Games,Monomyth Games,0,1,101,59,0.63125,11.39,34.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,166.0,1.57,2.45,0.8800000000000001,0.5605095541401275
8765,490940,Darconika: The Cube of Soul,2016-08-05,1,Viktor Lazarev,Dagestan Technology,0,0,86,96,0.4725274725274725,3.19,87.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1117.0,0.71,0.55,-0.15999999999999992,-0.22535211267605623
8766,490950,Frost,2016-07-05,1,Jérôme Bodin,Le Studio des Ténèbres,0,1,81,8,0.9101123595505618,4.99,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.0,0.59,0.63,0.040000000000000036,0.0677966101694916
8767,490980,Daily Chthonicle: Editor's Edition,2016-09-30,1,Sinister Systems,Sometimes You,0,1,85,27,0.7589285714285714,2.79,60.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,3556.0,0.47,0.48,0.010000000000000009,0.02127659574468087
8768,491000,Gravity Cat,2016-07-13,1,Quiet River,Quiet River,0,1,310,63,0.8310991957104558,2.09,81.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,522.0,0.36,0.55,0.19000000000000006,0.527777777777778
8769,491010,IN-VERT,2018-03-02,1,TERNOX,TERNOX,0,1,32,4,0.8888888888888888,1.99,78.0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1084.0,0.39,0.44,0.04999999999999999,0.12820512820512817
8770,491020,Revenge of the Spirit: Rite of Resurrection,2016-12-19,1,Absolutist Ltd.,Absolutist Ltd.,0,0,2,7,0.2222222222222222,4.99,50.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,16.0,0.01,0.04,0.03,3.0
8771,491030,The Last Error,2016-11-01,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,1,30,12,0.7142857142857143,1.59,75.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,841.0,0.96,0.51,-0.44999999999999996,-0.46874999999999994
8772,491040,Bot Vice,2016-07-11,1,DYA Games,DYA Games,0,1,831,41,0.9529816513761468,9.99,50.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,41.0,0.94,0.72,-0.21999999999999997,-0.23404255319148934
8773,491060,League of Evil,2016-10-25,1,Ratalaika Games S.L.;Woblyware,Ratalaika Games S.L.,0,1,15,3,0.8333333333333334,5.59,90.0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,25.0,0.25,0.28,0.030000000000000027,0.1200000000000001
8775,491080,BoneBone: Rise of the Deathlord,2016-06-17,1,Vladis Fire,Vladis Fire,0,1,270,143,0.6537530266343826,1.59,0.0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2149.0,2.83,0.88,-1.9500000000000002,-0.6890459363957597
8776,491090,Ant Queen,2016-06-17,1,inVantage Technologies,inVantage Technologies,0,1,89,68,0.5668789808917197,2.89,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,42.0,2.89,3.9,1.0099999999999998,0.3494809688581314
8778,491110,Duckie Dash,2016-07-13,1,Blue Mana,Blue Mana,0,0,13,1,0.9285714285714286,6.99,75.0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,6.0,0.14,0.04,-0.1,-0.7142857142857143
8779,491160,GemBreak,2016-06-14,1,Ballista Studios IVS,Ballista Studios IVS,0,1,78,23,0.7722772277227723,1.59,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,106.0,0.05,0.05,0.0,0.0
8780,491170,Crazy Forest,2016-07-06,1,SnagBox,Atriagames,0,0,244,114,0.6815642458100558,3.99,90.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,500.0,0.75,0.75,0.0,0.0
8782,491220,Mr. Pumpkin Adventure,2016-07-08,1,Cotton Game,CottonGame,0,1,108,11,0.907563025210084,2.79,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33.0,0.28,0.25,-0.030000000000000027,-0.10714285714285723
8783,491240,Lil Big Invasion,2016-08-04,1,Andreas Britten,Andreas Britten,0,1,22,0,1.0,2.09,80.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,5.0,0.05,0.1,0.05,1.0
8784,491260,Take Thy Throne,2016-07-05,1,Charyb Games,Charyb Games,0,1,140,92,0.603448275862069,1.59,75.0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,2046.0,1.11,1.14,0.029999999999999805,0.027027027027026848
8785,491280,Drift Horizon Online,2017-03-23,1,JDM4iK Games,JDM4iK Games,0,0,122,175,0.4107744107744108,3.99,50.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48.0,0.2,0.44,0.24,1.2
8786,491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),2016-06-17,1,Jetdogs Studios;Zoom Out Games,Jetdogs Studios,0,1,237,29,0.8909774436090225,1.99,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,189.0,6.17,4.65,-1.5199999999999996,-0.24635332252836298
8787,491350,Way of the Red,2016-11-16,1,Corey Hardman,Corey Hardman,0,1,28,2,0.9333333333333333,2.89,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,6.0,0.01,0.1,0.09000000000000001,9.0
8791,491470,PRINCIPIA: Master of Science,2016-09-09,1,tomeapp,AGM PLAYISM,0,0,131,43,0.7528735632183908,6.99,50.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,167.0,0.26,0.44,0.18,0.6923076923076923
8792,491510,Vanilla Bagel: The Roguelike,2016-06-15,1,Sergey Bobrov,Sergey Bobrov,0,0,21,10,0.6774193548387096,10.29,77.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,23.0,0.04,0.09,0.049999999999999996,1.2499999999999998
8794,491530,Notruf 112 | Emergency Call 112,2016-11-09,1,Crenetic GmbH Studios,Aerosoft GmbH,0,1,698,461,0.6022433132010354,18.1,25.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1263.0,66.48,60.69,-5.790000000000006,-0.08709386281588456
8795,491560,Momonga Pinball Adventures,2016-09-16,1,Paladin Studios;Seaven Studio,Plug In Digital,0,1,16,16,0.5,4.79,66.0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,30.0,0.09,0.05,-0.039999999999999994,-0.4444444444444444
8796,491580,Mahjong Destiny,2016-06-17,1,EnsenaSoft,EnsenaSoft,0,0,58,39,0.5979381443298969,1.69,76.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220.0,0.65,1.31,0.66,1.0153846153846153
8797,491620,Beeftacular,2016-08-26,1,Retrific,Retrific,0,1,60,17,0.7792207792207793,1.99,45.0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,38.0,0.05,0.07,0.020000000000000004,0.4000000000000001
8798,491650,Reset 1-1,2016-08-30,1,Panda Indie Studio,New Reality Games,0,1,127,63,0.6684210526315789,1.59,75.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3073.0,0.93,2.41,1.48,1.5913978494623655
8799,491660,Assault on the Necrospire,2017-08-21,1,Mike Watson,Mike Watson,0,0,11,3,0.7857142857142857,3.99,0.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,4.0,0.06,0.06,0.0,0.0
8800,491670,Stratego - Single Player,2016-12-10,1,OrangeGames,OrangeGames;YoudaGames,0,1,13,5,0.7222222222222222,4.99,62.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,0.99,1.28,0.29000000000000004,0.292929292929293
8801,491700,Gotta Go,2017-08-11,1,Dire Nerd Studios,Dire Nerd Studios,0,1,18,3,0.8571428571428571,3.99,50.0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,7.0,0.06,0.1,0.04000000000000001,0.6666666666666669
8804,491730,Heavenly Battle,2016-06-15,1,Brimo Studio;Sacred Walrus,Brimo Studio;Sacred Walrus,0,0,55,29,0.6547619047619048,0.79,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,977.0,0.08,0.09,0.009999999999999995,0.12499999999999993
8806,491950,Orwell: Keeping an Eye On You,2016-10-27,1,Osmotic Studios,Fellow Traveller,0,1,7045,651,0.9154106029106029,7.19,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,150575.0,108.16,99.3,-8.86,-0.08191568047337278
8809,492130,"Bye-Bye, Wacky Planet",2016-11-04,1,Rasul Mono,Efimov Max,0,1,308,71,0.8126649076517151,3.19,87.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1201.0,0.86,1.1,0.2400000000000001,0.2790697674418606
8810,492160,3D Pool,2016-06-17,1,Z-Software GmbH,familyplay,0,0,8,13,0.38095238095238093,6.99,65.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.0,0.33,0.37,0.03999999999999998,0.12121212121212115
8811,492170,Planet Driller,2016-07-04,1,Oryzhon Studios,Oryzhon Studios,0,1,42,18,0.7,1.59,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,441.0,0.03,0.04,0.010000000000000002,0.3333333333333334
8812,492180,Haimrik,2018-06-19,1,Below the Game,1C Entertainment,0,1,41,4,0.9111111111111111,15.49,75.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,11.0,0.21,0.25,0.04000000000000001,0.19047619047619052
8814,492220,Bohemian Killing,2016-07-21,1,The Moonwalls,Libredia Entertainment,0,1,121,45,0.7289156626506024,9.99,65.0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29.0,0.34,0.31,-0.030000000000000027,-0.08823529411764713
8815,492230,Space Hulk: Tactics,2018-10-09,1,Cyanide Studio,Focus Home Interactive,0,1,184,112,0.6216216216216216,34.99,70.0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,435.0,6.27,8.53,2.26,0.36044657097288674
8816,492270,The Cat! Porfirio's Adventure,2016-08-04,1,Cats Who Play,Cats Who Play,0,1,219,44,0.8326996197718631,2.09,50.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,267.0,0.15,0.2,0.05000000000000002,0.3333333333333335
8817,492280,The Agency: Chapter 1,2016-07-13,1,Sapphire Dragon Productions,Sapphire Dragon Productions,0,1,24,6,0.8,2.09,50.0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,854.0,0.11,0.11,0.0,0.0
8818,492290,Has-Been Heroes,2017-03-27,1,Frozenbyte,GameTrust Games,0,1,230,77,0.749185667752443,14.99,70.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,154.0,3.65,5.48,1.8300000000000005,0.5013698630136988
8819,492340,Pixel Cup Soccer 17,2016-08-04,1,Batovi Games Studio,Batovi Games Studio,0,1,223,22,0.9102040816326531,6.99,0.0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,90.0,1.06,0.89,-0.17000000000000004,-0.16037735849056606
8820,492370,Affairs of the Court: Choice of Romance,2016-06-23,1,Choice of Games,Choice of Games,0,1,41,12,0.7735849056603774,4.79,35.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,37.0,0.28,0.42,0.13999999999999996,0.4999999999999998
8822,492410,Rogues Like Us,2018-05-11,1,oddByte,oddByte,0,0,42,6,0.875,6.99,30.0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,15.0,0.03,0.08,0.05,1.6666666666666667
